7.33 30000.00 -4.00 0.71 0.00 0.25 0.00 0.01 0.03 0.00
7.33 32500.00 -4.00 0.74 0.00 0.26 0.01 0.01 0.03 0.00
7.33 35000.00 -4.00 0.78 0.00 0.26 0.01 0.02 0.04 0.00
7.33 37500.00 -4.00 0.81 0.00 0.26 0.01 0.02 0.04 0.00
7.33 40000.00 -4.00 0.83 0.00 0.26 0.01 0.02 0.05 0.00
7.33 45000.00 -4.00 0.87 0.01 0.26 0.01 0.02 0.05 0.00
7.33 50000.00 -4.00 0.90 0.01 0.26 0.01 0.02 0.05 0.00
7.33 55000.00 -4.00 0.91 0.01 0.26 0.02 0.02 0.06 0.00
7.33 60000.00 -4.00 0.93 0.02 0.27 0.02 0.02 0.06 0.00
7.33 70000.00 -4.00 0.94 0.03 0.28 0.02 0.02 0.06 0.01
7.33 80000.00 -4.00 0.94 0.04 0.29 0.02 0.02 0.06 0.02
7.33 90000.00 -4.00 0.93 0.04 0.30 0.02 0.02 0.06 0.03
7.33 30000.00 -3.75 0.84 0.00 0.25 0.01 0.01 0.03 0.00
7.33 32500.00 -3.75 0.89 0.00 0.24 0.01 0.01 0.04 0.00
7.33 35000.00 -3.75 0.93 0.00 0.24 0.01 0.02 0.04 0.00
7.33 37500.00 -3.75 0.97 0.01 0.24 0.01 0.02 0.05 0.00
7.33 40000.00 -3.75 0.99 0.01 0.23 0.02 0.02 0.05 0.00
7.33 45000.00 -3.75 1.04 0.02 0.23 0.02 0.02 0.05 0.00
7.33 50000.00 -3.75 1.06 0.03 0.22 0.02 0.02 0.06 0.00
7.33 55000.00 -3.75 1.07 0.05 0.22 0.02 0.02 0.06 0.00
7.33 60000.00 -3.75 1.08 0.06 0.23 0.02 0.02 0.06 0.00
7.33 70000.00 -3.75 1.07 0.09 0.23 0.03 0.02 0.06 0.01
7.33 80000.00 -3.75 1.05 0.12 0.24 0.03 0.02 0.06 0.02
7.33 90000.00 -3.75 1.04 0.14 0.25 0.03 0.02 0.06 0.04
7.33 30000.00 -3.50 1.00 0.00 0.24 0.01 0.01 0.03 0.00
7.33 32500.00 -3.50 1.06 0.01 0.23 0.02 0.02 0.04 0.00
7.33 35000.00 -3.50 1.11 0.01 0.22 0.02 0.02 0.05 0.00
7.33 37500.00 -3.50 1.14 0.02 0.21 0.02 0.02 0.05 0.00
7.33 40000.00 -3.50 1.17 0.03 0.20 0.02 0.02 0.05 0.00
7.33 45000.00 -3.50 1.20 0.06 0.19 0.03 0.02 0.05 0.00
7.33 50000.00 -3.50 1.21 0.10 0.19 0.03 0.02 0.06 0.00
7.33 55000.00 -3.50 1.19 0.14 0.18 0.03 0.02 0.06 0.00
7.33 60000.00 -3.50 1.17 0.19 0.18 0.03 0.02 0.06 0.00
7.33 70000.00 -3.50 1.12 0.26 0.19 0.03 0.02 0.06 0.01
7.33 80000.00 -3.50 1.07 0.32 0.19 0.03 0.02 0.06 0.03
7.33 90000.00 -3.50 1.02 0.36 0.20 0.03 0.02 0.05 0.04
7.33 30000.00 -3.25 1.18 0.01 0.22 0.02 0.01 0.04 0.00
7.33 32500.00 -3.25 1.24 0.02 0.20 0.02 0.02 0.04 0.00
7.33 35000.00 -3.25 1.29 0.04 0.18 0.03 0.02 0.05 0.00
7.33 37500.00 -3.25 1.32 0.07 0.17 0.03 0.02 0.05 0.00
7.33 40000.00 -3.25 1.33 0.10 0.16 0.03 0.02 0.05 0.00
7.33 45000.00 -3.25 1.32 0.18 0.15 0.04 0.02 0.05 0.00
7.33 50000.00 -3.25 1.26 0.28 0.14 0.04 0.02 0.06 0.00
7.33 55000.00 -3.25 1.19 0.37 0.14 0.04 0.02 0.06 0.00
7.33 60000.00 -3.25 1.13 0.46 0.14 0.04 0.02 0.06 0.01
7.33 70000.00 -3.25 1.01 0.59 0.14 0.04 0.02 0.06 0.01
7.33 80000.00 -3.25 0.92 0.67 0.15 0.04 0.02 0.05 0.03
7.33 90000.00 -3.25 0.87 0.73 0.15 0.04 0.02 0.05 0.05
7.33 30000.00 -3.00 1.37 0.03 0.19 0.03 0.01 0.04 0.00
7.33 32500.00 -3.00 1.43 0.06 0.16 0.03 0.02 0.05 0.00
7.33 35000.00 -3.00 1.45 0.11 0.15 0.04 0.02 0.05 0.00
7.33 37500.00 -3.00 1.45 0.18 0.13 0.04 0.02 0.05 0.00
7.33 40000.00 -3.00 1.41 0.26 0.12 0.04 0.02 0.05 0.00
7.33 45000.00 -3.00 1.30 0.44 0.11 0.05 0.02 0.06 0.00
7.33 50000.00 -3.00 1.16 0.61 0.11 0.05 0.02 0.06 0.00
7.33 55000.00 -3.00 1.04 0.75 0.10 0.05 0.02 0.06 0.00
7.33 60000.00 -3.00 0.93 0.86 0.10 0.05 0.02 0.06 0.01
7.33 70000.00 -3.00 0.79 1.01 0.11 0.05 0.02 0.05 0.01
7.33 80000.00 -3.00 0.71 1.09 0.11 0.05 0.02 0.05 0.03
7.33 90000.00 -3.00 0.65 1.14 0.11 0.05 0.02 0.05 0.05
7.33 30000.00 -2.75 1.56 0.07 0.15 0.04 0.02 0.04 0.00
7.33 32500.00 -2.75 1.58 0.15 0.13 0.04 0.02 0.05 0.00
7.33 35000.00 -2.75 1.54 0.27 0.11 0.05 0.02 0.05 0.00
7.33 37500.00 -2.75 1.46 0.41 0.10 0.05 0.02 0.05 0.00
7.33 40000.00 -2.75 1.35 0.55 0.09 0.05 0.02 0.05 0.00
7.33 45000.00 -2.75 1.12 0.83 0.08 0.06 0.02 0.06 0.00
7.33 50000.00 -2.75 0.94 1.05 0.08 0.06 0.02 0.06 0.00
7.33 55000.00 -2.75 0.80 1.21 0.08 0.06 0.02 0.06 0.00
7.33 60000.00 -2.75 0.70 1.32 0.08 0.06 0.02 0.05 0.01
7.33 70000.00 -2.75 0.57 1.46 0.08 0.06 0.02 0.05 0.02
7.33 80000.00 -2.75 0.51 1.52 0.08 0.06 0.02 0.05 0.03
7.33 90000.00 -2.75 0.47 1.53 0.08 0.05 0.02 0.05 0.06
7.33 30000.00 -2.50 1.69 0.17 0.11 0.05 0.02 0.04 0.00
7.33 32500.00 -2.50 1.63 0.34 0.09 0.05 0.02 0.05 0.00
7.33 35000.00 -2.50 1.49 0.54 0.08 0.06 0.02 0.05 0.00
7.33 37500.00 -2.50 1.32 0.76 0.07 0.06 0.02 0.05 0.00
7.33 40000.00 -2.50 1.15 0.96 0.07 0.06 0.02 0.05 0.00
7.33 45000.00 -2.50 0.88 1.29 0.06 0.06 0.02 0.06 0.00
7.33 50000.00 -2.50 0.69 1.51 0.06 0.07 0.02 0.06 0.00
7.33 55000.00 -2.50 0.57 1.67 0.05 0.07 0.02 0.05 0.00
7.33 60000.00 -2.50 0.49 1.77 0.05 0.06 0.02 0.05 0.01
7.33 70000.00 -2.50 0.40 1.88 0.06 0.06 0.02 0.05 0.02
7.33 80000.00 -2.50 0.35 1.91 0.06 0.06 0.02 0.05 0.04
7.33 90000.00 -2.50 0.33 1.87 0.06 0.05 0.02 0.05 0.06
7.33 30000.00 -2.25 1.72 0.35 0.08 0.06 0.02 0.05 0.00
7.33 32500.00 -2.25 1.54 0.62 0.07 0.06 0.02 0.05 0.00
7.33 35000.00 -2.25 1.31 0.91 0.06 0.07 0.02 0.05 0.00
7.33 37500.00 -2.25 1.09 1.18 0.05 0.07 0.02 0.05 0.00
7.33 40000.00 -2.25 0.91 1.40 0.05 0.07 0.02 0.06 0.00
7.33 45000.00 -2.25 0.65 1.74 0.04 0.07 0.02 0.06 0.00
7.33 50000.00 -2.25 0.49 1.96 0.04 0.07 0.02 0.05 0.00
7.33 55000.00 -2.25 0.40 2.10 0.04 0.07 0.02 0.05 0.00
7.33 60000.00 -2.25 0.34 2.20 0.04 0.07 0.02 0.05 0.01
7.33 70000.00 -2.25 0.28 2.28 0.04 0.06 0.02 0.05 0.02
7.33 80000.00 -2.25 0.25 2.26 0.04 0.06 0.02 0.05 0.04
7.33 90000.00 -2.25 0.23 2.15 0.04 0.05 0.02 0.04 0.07
7.33 30000.00 -2.00 1.61 0.61 0.06 0.06 0.02 0.05 0.00
7.33 32500.00 -2.00 1.32 0.98 0.05 0.07 0.02 0.05 0.00
7.33 35000.00 -2.00 1.05 1.32 0.04 0.07 0.02 0.05 0.00
7.33 37500.00 -2.00 0.84 1.60 0.04 0.07 0.02 0.06 0.00
7.33 40000.00 -2.00 0.67 1.83 0.03 0.07 0.02 0.06 0.00
7.33 45000.00 -2.00 0.47 2.15 0.03 0.08 0.02 0.06 0.00
7.33 50000.00 -2.00 0.35 2.36 0.03 0.07 0.02 0.05 0.00
7.33 55000.00 -2.00 0.28 2.50 0.03 0.07 0.02 0.05 0.00
7.33 60000.00 -2.00 0.24 2.59 0.03 0.07 0.02 0.05 0.01
7.33 70000.00 -2.00 0.20 2.64 0.03 0.06 0.02 0.05 0.02
7.33 80000.00 -2.00 0.18 2.55 0.03 0.05 0.02 0.05 0.05
7.33 90000.00 -2.00 0.17 2.35 0.03 0.05 0.02 0.04 0.08
7.33 30000.00 -1.75 1.38 0.94 0.04 0.07 0.02 0.05 0.00
7.33 32500.00 -1.75 1.06 1.36 0.03 0.07 0.02 0.05 0.00
7.33 35000.00 -1.75 0.80 1.70 0.03 0.08 0.02 0.05 0.00
